iso3,country_name,indicator,z_score,cluster_id
SWE,Sweden,life_exp,0.759254333679404,2
TUR,Turkiye,life_exp,-1.2856728197053462,1
USA,United States,life_exp,-0.6973806099243061,1
AUS,Australia,gov_cons_gdp,0.2628288567385052,2
AUT,Austria,gov_cons_gdp,0.2150883178769427,0
BEL,Belgium,gov_cons_gdp,1.1887064820991704,0
CAN,Canada,gov_cons_gdp,0.5246074550760661,2
CHE,Switzerland,gov_cons_gdp,-1.991935054833854,2
CHL,Chile,gov_cons_gdp,-1.1576738364316097,1
COL,Colombia,gov_cons_gdp,-1.0106180274149217,1
CRI,Costa Rica,gov_cons_gdp,-0.6047993183363641,1
CZE,Czechia,gov_cons_gdp,0.0171549197576339,1
DEU,Germany,gov_cons_gdp,0.184560950584349,0
DNK,Denmark,gov_cons_gdp,1.5760638529215358,2
ESP,Spain,gov_cons_gdp,-0.0022711765847668,0
EST,Estonia,gov_cons_gdp,0.0567823094969366,1
FIN,Finland,gov_cons_gdp,1.2635732468569336,0
FRA,France,gov_cons_gdp,1.2584432272114396,0
GBR,United Kingdom,gov_cons_gdp,0.0077472624510317,2
GRC,Greece,gov_cons_gdp,0.3895720038455002,0
HUN,Hungary,gov_cons_gdp,0.2763820827048415,1
IRL,Ireland,gov_cons_gdp,-1.833032837781546,1
ISL,Iceland,gov_cons_gdp,1.2412351008957545,2
ISR,Israel,gov_cons_gdp,0.8704445811987456,2
ITA,Italy,gov_cons_gdp,-0.0093926890522969,0
JPN,Japan,gov_cons_gdp,0.213830673857992,0
KOR,"Korea, Rep.",gov_cons_gdp,-1.057021273677761,1
LTU,Lithuania,gov_cons_gdp,-0.5759041321714633,1
LUX,Luxembourg,gov_cons_gdp,-0.6631641499263298,2
LVA,Latvia,gov_cons_gdp,-0.0010339746539926,1
MEX,Mexico,gov_cons_gdp,-1.9987625962095716,1
NLD,Netherlands,gov_cons_gdp,1.435450458768642,2
NOR,Norway,gov_cons_gdp,1.2971589631370828,2
NZL,New Zealand,gov_cons_gdp,-0.1418064062302542,2
POL,Poland,gov_cons_gdp,-0.3032300827745428,1
PRT,Portugal,gov_cons_gdp,-0.4052358020434297,0
SVK,Slovak Republic,gov_cons_gdp,0.0014932282231289,1
SVN,Slovenia,gov_cons_gdp,-0.0257365469446715,0
SWE,Sweden,gov_cons_gdp,1.9746409463720984,2
TUR,Turkiye,gov_cons_gdp,-1.196711349200431,1
USA,United States,gov_cons_gdp,-1.2774356658065154,1
AUS,Australia,emp_ratio,0.7476498643790217,2
AUT,Austria,emp_ratio,0.0528464468512532,0
BEL,Belgium,emp_ratio,-1.1674933274194528,0
CAN,Canada,emp_ratio,0.7113486786037592,2
CHE,Switzerland,emp_ratio,1.3013388132592882,2
CHL,Chile,emp_ratio,0.187122487896725,1
COL,Colombia,emp_ratio,0.4219617610150422,1
CRI,Costa Rica,emp_ratio,-0.1242816101489966,1
CZE,Czechia,emp_ratio,0.1493194044705482,1
DEU,Germany,emp_ratio,0.2073821285494691,0
DNK,Denmark,emp_ratio,0.2060400072443964,2
ESP,Spain,emp_ratio,-1.484713284453816,0
EST,Estonia,emp_ratio,0.3421374986324653,1
FIN,Finland,emp_ratio,-0.4799118007237351,0
FRA,France,emp_ratio,-1.1197202000127466,0
GBR,United Kingdom,emp_ratio,0.405217199970818,2
GRC,Greece,emp_ratio,-2.701761666000181,0
HUN,Hungary,emp_ratio,-0.3388292873454014,1
IRL,Ireland,emp_ratio,0.0870066295922368,1
ISL,Iceland,emp_ratio,2.7003085421811583,2
ISR,Israel,emp_ratio,0.8785706021618139,2
ITA,Italy,emp_ratio,-2.1161494032207173,0
JPN,Japan,emp_ratio,0.3001163196760651,0
KOR,"Korea, Rep.",emp_ratio,0.539621062092963,1
LTU,Lithuania,emp_ratio,-0.122300383460558,1
LUX,Luxembourg,emp_ratio,-0.1910042121725436,2
LVA,Latvia,emp_ratio,-0.2323223752072391,1
MEX,Mexico,emp_ratio,0.1986583400665041,1
NLD,Netherlands,emp_ratio,0.9502143156372902,2
NOR,Norway,emp_ratio,0.8691118424879793,2
NZL,New Zealand,emp_ratio,1.5059164464751635,2
POL,Poland,emp_ratio,-0.4547310486190628,1
PRT,Portugal,emp_ratio,-0.5950466355373542,0
SVK,Slovak Republic,emp_ratio,-0.3669818794827305,1
SVN,Slovenia,emp_ratio,-0.4557536172324504,0
SWE,Sweden,emp_ratio,0.4505297716515601,2
TUR,Turkiye,emp_ratio,-1.6918792944723284,1
USA,United States,emp_ratio,0.4304618626138269,1
AUS,Australia,pop_65,-0.3423798959401397,2
AUT,Austria,pop_65,0.3907746543946018,0
BEL,Belgium,pop_65,0.3758522114361697,0
CAN,Canada,pop_65,-0.0358583367907886,2
CHE,Switzerland,pop_65,0.2925874616872188,2
CHL,Chile,pop_65,-1.1556589446161538,1
COL,Colombia,pop_65,-2.0915138909709987,1
CRI,Costa Rica,pop_65,-1.6932469767132026,1
CZE,Czechia,pop_65,0.4802654817328639,1
DEU,Germany,pop_65,0.9901644935434176,0
DNK,Denmark,pop_65,0.5129949974739558,2
ESP,Spain,pop_65,0.4634822068097483,0
EST,Estonia,pop_65,0.5640054617224787,1
FIN,Finland,pop_65,0.9520572807041472,0
FRA,France,pop_65,0.615547372354515,0
GBR,United Kingdom,pop_65,0.264397131958198,2
GRC,Greece,pop_65,1.0622853489237167,0
HUN,Hungary,pop_65,0.4237840890881918,1
IRL,Ireland,pop_65,-0.7327271137727988,1
ISL,Iceland,pop_65,-0.6572871619047167,2
ISR,Israel,pop_65,-1.2295976213025444,2
ITA,Italy,pop_65,1.2720026771378732,0
JPN,Japan,pop_65,2.471160327735798,0
KOR,"Korea, Rep.",pop_65,-0.6723787395648138,1
LTU,Lithuania,pop_65,0.5655571100372566,1
LUX,Luxembourg,pop_65,-0.5874276614882464,2
LVA,Latvia,pop_65,0.6904063865902075,1
MEX,Mexico,pop_65,-2.242950756810134,1
NLD,Netherlands,pop_65,0.3372081946108995,2
NOR,Norway,pop_65,-0.0252343762666616,2
NZL,New Zealand,pop_65,-0.4564865703826763,2
POL,Poland,pop_65,-0.1030215949164222,1
PRT,Portugal,pop_65,1.0285967237552514,0
SVK,Slovak Republic,pop_65,-0.3886930447222143,1
SVN,Slovenia,pop_65,0.4616249364365994,0
SWE,Sweden,pop_65,0.6530149535119452,2
TUR,Turkiye,pop_65,-2.01187697722365,1
USA,United States,pop_65,-0.441429838258894,1
AUS,Australia,manuf_va_gdp,-1.4559790877401346,2
AUT,Austria,manuf_va_gdp,0.5179173234914026,0
BEL,Belgium,manuf_va_gdp,-0.3245221332534954,0
CAN,Canada,manuf_va_gdp,-0.7759020572647404,2
CHE,Switzerland,manuf_va_gdp,0.5436048145188541,2
CHL,Chile,manuf_va_gdp,-0.8070287040882596,1
COL,Colombia,manuf_va_gdp,-0.4549251501782044,1
CRI,Costa Rica,manuf_va_gdp,-0.4300771854328532,1
CZE,Czechia,manuf_va_gdp,1.4819968372169945,1
DEU,Germany,manuf_va_gdp,0.959630026519195,0
DNK,Denmark,manuf_va_gdp,-0.2283328917551927,2
ESP,Spain,manuf_va_gdp,-0.5781128468216895,0
EST,Estonia,manuf_va_gdp,-0.1652379370689839,1
FIN,Finland,manuf_va_gdp,0.0989798345506595,0
FRA,France,manuf_va_gdp,-0.723547151397482,0
GBR,United Kingdom,manuf_va_gdp,-0.8847262371583762,2
GRC,Greece,manuf_va_gdp,-1.0587621123010045,0
HUN,Hungary,manuf_va_gdp,0.7840194942658963,1
IRL,Ireland,manuf_va_gdp,3.158752088407624,1
ISL,Iceland,manuf_va_gdp,-0.8636778726840317,2
ISR,Israel,manuf_va_gdp,-0.4070354828224484,2
ITA,Italy,manuf_va_gdp,0.0659418948151581,0
JPN,Japan,manuf_va_gdp,1.0369981073908885,0
KOR,"Korea, Rep.",manuf_va_gdp,2.243993233842886,1
LTU,Lithuania,manuf_va_gdp,0.3988182359785416,1
LUX,Luxembourg,manuf_va_gdp,-1.5483498551202377,2
LVA,Latvia,manuf_va_gdp,-0.5897753588522645,1
MEX,Mexico,manuf_va_gdp,0.9655016177984048,1
NLD,Netherlands,manuf_va_gdp,-0.6638761026215566,2
NOR,Norway,manuf_va_gdp,-1.3293381800794006,2
NZL,New Zealand,manuf_va_gdp,-0.6942454603463429,2
POL,Poland,manuf_va_gdp,0.4906870403182034,1
PRT,Portugal,manuf_va_gdp,-0.3528816283186684,0
SVK,Slovak Republic,manuf_va_gdp,0.6454459786842967,1
SVN,Slovenia,manuf_va_gdp,1.030323657144409,0
SWE,Sweden,manuf_va_gdp,-0.1471387957571256,2
TUR,Turkiye,manuf_va_gdp,0.5714502016826033,1
USA,United States,manuf_va_gdp,-0.510588155563506,1
